"Age","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
51,48780,48085,48941,50802,51415,50383,51815,54271,54326,52722,53926,55399,56046,54484,54534,54719,58099,56578,56063,57871,60534,60938,60141,62097,59291,61287,62621,62106,60658,61922,63166,64123,65367,64742,66640,65026,68535,68782,69996,71037,71619,70779,54228,68361,67952,73471,74366,76601,76049,76620,77351,76933,77614,77559,79229,78938,79045,80215,81210,80114,81750,81967,82740,83168,83085,84142,84964,85115,84379,84571,85202,86250,87401,88549,89364,89481,90432,90595,90929,90959,91629,92000,92426,92560,92821,92675,92654,92938,93344,93589,93639,93851,93728,93771,94055,93906,94245,94635,94762,94903,95090,95294,95256,95116,95243,95437,95444,95681,95605,95660,95823,95943,95803,95817,95811,95967,96028,95987,96136,96160,96485,96460,96744,96705,96860,96922,96873,97071,97109,97221,97235,97402,97553,97607,97581,97655,97778,97856,97935,97942,97887
52,47916,47323,48069,49940,50556,49485,50947,53339,53471,51884,53047,54432,55073,53662,53585,53792,57251,55639,55102,56989,59591,60049,59318,61354,58391,60406,61706,61171,59888,61030,62364,63375,64482,63876,65797,64169,67732,67976,69079,70168,70708,69853,53432,67527,67090,72633,73540,75923,75193,75758,76529,76074,76818,76722,78564,78149,78281,79517,80496,79314,81085,81277,82033,82496,82394,83467,84376,84483,83725,83934,84545,85643,86787,87983,88806,88973,89918,90070,90430,90473,91114,91559,91991,92118,92418,92269,92212,92524,92972,93216,93217,93483,93329,93397,93676,93527,93856,94293,94411,94583,94752,95013,94882,94782,94940,95180,95136,95413,95351,95387,95552,95690,95544,95581,95547,95701,95743,95751,95891,95914,96249,96220,96512,96469,96617,96706,96656,96850,96906,97040,97022,97205,97366,97425,97400,97472,97615,97688,97784,97766,97756
53,46968,46435,47190,49027,49603,48587,50096,52372,52552,50957,52134,53437,54030,52726,52571,52852,56359,54648,54173,56032,58627,59108,58390,60374,57420,59523,60743,60190,59052,60014,61491,62559,63597,62960,64895,63340,66828,67027,68078,69230,69745,68921,52575,66647,66213,71759,72645,75162,74364,74855,75626,75228,75941,75836,77825,77316,77457,78716,79752,78514,80342,80554,81238,81750,81641,82795,83752,83847,83081,83285,83888,84968,86168,87398,88166,88396,89356,89469,89885,89964,90567,91055,91522,91649,91974,91787,91758,92056,92598,92759,92774,93112,92901,92952,93233,93103,93456,93910,94051,94223,94374,94626,94490,94416,94601,94914,94804,95099,95054,95125,95291,95389,95274,95314,95274,95420,95454,95473,95620,95646,95972,95951,96241,96224,96367,96452,96401,96640,96695,96836,96786,97002,97158,97215,97163,97274,97423,97497,97602,97579,97588
54,45941,45465,46193,48031,48641,47696,49199,51458,51580,49967,51199,52423,52972,51670,51475,51898,55363,53641,53141,55069,57629,58138,57400,59309,56406,58639,59787,59147,58156,59002,60508,61581,62621,62051,63912,62477,65830,66024,67084,68275,68792,67943,51672,65721,65274,70873,71706,74319,73458,73918,74749,74350,74974,74873,76957,76431,76587,77863,78955,77706,79527,79824,80430,80978,80809,82072,83052,83180,82398,82575,83182,84323,85496,86781,87462,87788,88735,88873,89308,89360,90018,90494,91021,91108,91461,91234,91284,91567,92162,92272,92287,92688,92436,92465,92746,92645,93050,93504,93659,93829,93999,94199,94123,94004,94239,94583,94439,94730,94724,94822,95010,95045,94973,95043,94971,95105,95171,95176,95344,95325,95664,95658,95921,95960,96120,96186,96120,96398,96439,96606,96553,96759,96910,96966,96916,97065,97198,97278,97398,97374,97385
55,44821,44489,45097,46998,47700,46767,48162,50536,50582,48916,50172,51406,51896,50574,50379,50890,54246,52603,52003,54093,56609,57118,56390,58291,55338,57623,58835,58161,57162,57914,59480,60494,61525,61049,62947,61550,64823,65022,66057,67324,67783,66863,50702,64721,64279,69915,70744,73306,72451,72926,73876,73401,74033,73914,76029,75446,75654,77008,78059,76831,78654,79006,79588,80146,79860,81308,82291,82430,81657,81853,82454,83683,84816,86051,86734,87167,88053,88261,88662,88693,89410,89890,90462,90544,90918,90676,90753,91038,91653,91782,91786,92205,91921,91980,92241,92172,92600,93097,93197,93382,93604,93763,93748,93592,93841,94165,94061,94350,94359,94460,94668,94691,94637,94730,94665,94756,94869,94884,95039,94980,95344,95352,95595,95662,95819,95893,95841,96119,96159,96355,96304,96458,96627,96690,96664,96831,96930,97035,97151,97155,97159
56,43642,43464,44033,45947,46670,45769,47063,49456,49532,47838,49033,50338,50768,49449,49253,49764,53052,51480,50862,52974,55548,55987,55341,57199,54182,56469,57867,57202,56077,56718,58451,59294,60414,59925,61944,60510,63772,63864,64940,66311,66656,65790,49677,63606,63239,68871,69687,72199,71352,71904,72880,72404,73075,72917,75047,74421,74681,76056,77099,75932,77723,78143,78666,79181,78913,80460,81475,81636,80817,81068,81678,82905,84088,85319,85954,86457,87257,87574,87930,88053,88752,89245,89874,89938,90373,90141,90150,90451,91074,91202,91284,91665,91342,91479,91732,91723,92117,92604,92713,92876,93159,93325,93338,93183,93417,93766,93683,93946,93984,94069,94269,94295,94274,94366,94354,94376,94544,94553,94693,94620,95025,95023,95274,95334,95464,95566,95546,95798,95875,96090,96005,96144,96364,96413,96377,96591,96650,96789,96879,96916,96925
57,42489,42359,42974,44802,45581,44664,45955,48300,48411,46747,47862,49160,49488,48307,48009,48616,51836,50278,49679,51758,54321,54764,54290,55966,52911,55194,56729,56122,54933,55502,57348,57979,59309,58719,60882,59405,62678,62673,63775,65174,65478,64629,48648,62421,62053,67793,68524,71095,70142,70828,71783,71289,72038,71787,73927,73317,73600,75033,76123,74960,76674,77211,77715,78189,77977,79543,80536,80863,79890,80177,80835,81987,83255,84542,85167,85661,86435,86838,87159,87354,88045,88537,89223,89301,89777,89519,89510,89812,90423,90578,90724,91087,90705,90913,91184,91209,91592,92026,92224,92355,92685,92846,92873,92727,92971,93345,93278,93527,93576,93672,93847,93896,93899,93962,93980,93997,94174,94164,94339,94242,94700,94667,94926,94993,95076,95227,95199,95448,95558,95790,95693,95812,96085,96121,96079,96333,96359,96515,96618,96664,96667
58,41465,41209,41830,43526,44396,43472,44790,47135,47240,45531,46658,47923,48105,47080,46722,47527,50617,48954,48406,50516,53001,53484,53154,54696,51526,53862,55438,54906,53725,54230,56201,56635,58071,57366,59718,58210,61569,61565,62572,63920,64276,63295,47619,61192,60777,66590,67247,69940,68870,69671,70633,70083,70949,70560,72708,72105,72349,73922,75029,73896,75560,76190,76679,77187,76980,78610,79507,79943,78879,79208,79881,81070,82307,83640,84314,84786,85595,86062,86335,86538,87230,87759,88478,88619,89065,88800,88804,89104,89732,89961,90087,90499,90052,90290,90602,90609,91045,91413,91703,91840,92167,92330,92356,92207,92451,92848,92786,93101,93121,93257,93411,93488,93493,93512,93564,93610,93767,93753,93943,93884,94332,94247,94543,94651,94676,94845,94827,95082,95220,95468,95356,95470,95761,95800,95749,96025,96047,96197,96335,96376,96389
59,40305,40146,40617,42102,43102,42249,43473,45837,45980,44212,45367,46516,46746,45730,45330,46306,49365,47530,46983,49140,51716,52207,51864,53325,50051,52505,54097,53552,52432,52863,54918,55280,56654,55884,58350,56886,60307,60324,61328,62577,62978,61813,46503,59866,59466,65301,65885,68732,67498,68419,69406,68794,69787,69295,71487,70861,71011,72682,73736,72707,74460,75107,75554,76077,75925,77591,78454,78899,77837,78167,78798,80117,81228,82665,83343,83797,84676,85188,85428,85621,86316,86918,87703,87847,88242,88056,88022,88351,88995,89283,89363,89842,89378,89592,89942,89900,90421,90784,91142,91298,91617,91804,91777,91625,91897,92295,92236,92598,92639,92753,92923,93068,93036,93047,93133,93184,93337,93340,93481,93481,93894,93802,94137,94273,94248,94439,94442,94669,94849,95108,94988,95115,95417,95449,95398,95695,95718,95854,96033,96052,96097
60,38824,39093,39460,40612,41685,40886,42023,44416,44605,42842,43966,44985,45349,44298,43815,44830,47996,46019,45473,47624,50390,50862,50522,51889,48517,51048,52683,52218,51049,51375,53479,53861,55223,54421,56857,55492,58866,58875,60032,61213,61560,60251,45322,58435,58049,63951,64441,67290,65997,67046,68073,67379,68532,67951,70209,69593,69636,71369,72391,71366,73239,73950,74366,74801,74766,76503,77343,77797,76740,77092,77664,79068,80084,81595,82369,82736,83672,84213,84395,84647,85364,85948,86845,87005,87364,87260,87208,87513,88191,88427,88608,89045,88689,88771,89235,89145,89709,90119,90484,90716,91019,91227,91140,91038,91291,91695,91701,92054,92105,92178,92394,92591,92507,92568,92661,92725,92898,92883,92975,93004,93440,93388,93726,93832,93803,94035,94017,94219,94456,94681,94628,94704,95014,95080,95033,95346,95346,95477,95719,95698,95755
61,37302,37786,38283,39217,40188,39371,40510,42901,43148,41386,42444,43465,43804,42830,42249,43204,46506,44414,43943,45991,48850,49410,49099,50373,46914,49519,51174,50694,49554,49800,51958,52329,53847,53049,55305,53952,57317,57331,58626,59723,60163,58661,44011,56941,56622,62525,62907,65791,64444,65521,66652,65848,67120,66497,68827,68243,68257,70045,71035,69913,71852,72679,73089,73408,73482,75257,76110,76644,75559,75883,76403,77857,78829,80417,81313,81584,82637,83216,83316,83607,84336,84869,85858,86058,86391,86369,86352,86554,87320,87487,87794,88155,87908,87895,88503,88388,88975,89370,89763,90078,90348,90592,90483,90385,90624,91032,91143,91450,91498,91616,91847,92074,91959,92064,92132,92224,92381,92387,92463,92487,92977,92961,93264,93360,93325,93569,93557,93773,94020,94236,94209,94264,94567,94665,94622,94948,94941,95059,95361,95316,95379
62,35788,36359,36966,37842,38890,37904,38853,41228,41610,39833,40820,41958,42192,41365,40662,41670,44957,42773,42385,44346,47153,47840,47558,48739,45306,47827,49566,48940,47996,48157,50337,50686,52318,51616,53808,52294,55711,55681,57053,58094,58717,57068,42600,55303,55130,60991,61216,64324,62856,63898,65100,64270,65504,64932,67369,66760,66805,68723,69534,68360,70382,71260,71689,71965,72071,73847,74787,75394,74275,74530,75001,76561,77528,79076,80124,80347,81543,82085,82177,82442,83211,83793,84765,84978,85352,85345,85389,85544,86355,86486,86855,87224,86986,87022,87693,87573,88165,88614,89031,89369,89644,89889,89802,89620,89922,90297,90495,90774,90799,91022,91269,91547,91363,91506,91531,91680,91794,91830,91946,91924,92475,92463,92748,92864,92778,93040,93063,93293,93572,93775,93734,93815,94094,94219,94177,94480,94539,94621,94949,94920,94984
63,34200,34939,35506,36238,37489,36587,37128,39431,40020,38183,39144,40369,40521,39784,39000,40155,43282,40999,40708,42702,45422,46146,45875,47116,43593,45995,47888,47104,46346,46421,48675,49002,50534,49827,52238,50614,53979,53850,55329,56382,56984,55383,41227,53550,53427,59400,59439,62599,61100,62278,63415,62510,63820,63226,65740,65112,65218,67207,67965,66750,68872,69687,70070,70432,70580,72349,73397,73962,72783,73141,73541,75168,76222,77636,78889,79025,80243,80813,80915,81224,81980,82613,83615,83848,84234,84270,84269,84481,85318,85376,85806,86214,85977,86070,86757,86671,87275,87742,88215,88556,88865,89125,89028,88825,89142,89501,89757,90086,90065,90355,90635,90906,90731,90876,90908,91075,91179,91208,91379,91318,91888,91905,92217,92327,92175,92517,92521,92762,93110,93273,93228,93341,93561,93739,93679,93989,94101,94184,94509,94513,94561
64,32507,33422,33864,34486,35800,35250,35670,37648,38290,36455,37367,38602,38778,38062,37191,38487,41493,39156,38900,40900,43691,44421,44051,45392,41774,44225,46186,45182,44550,44617,46953,47202,48596,47801,50428,48840,52235,51885,53432,54532,55120,53458,39793,51712,51684,57741,57641,60742,59174,60494,61628,60568,62046,61331,63919,63294,63476,65467,66307,65023,67306,68038,68304,68693,68922,70779,71947,72438,71100,71649,72010,73521,74694,76172,77517,77490,78720,79479,79656,79915,80573,81184,82414,82637,82959,83160,82998,83301,84223,84160,84712,85118,84901,84994,85683,85664,86327,86749,87238,87692,87973,88293,88137,88000,88320,88634,88984,89339,89302,89621,89879,90184,90080,90221,90196,90403,90539,90559,90731,90717,91236,91282,91674,91763,91552,91975,91947,92200,92583,92740,92673,92806,93021,93221,93141,93513,93569,93710,94055,94056,94100
65,30832,31766,32101,32745,34098,33690,34252,36124,36493,34617,35632,36764,36915,36247,35300,36700,39630,37288,37069,38955,41870,42659,42318,43458,39878,42479,44338,43285,42720,42653,45058,45163,46595,45742,48507,46924,50452,49895,51351,52568,53189,51439,38254,49836,49941,55864,55628,58883,57225,58456,59722,58547,60118,59352,62037,61369,61490,63585,64445,63159,65694,66324,66474,66785,66908,69091,70380,70818,69322,69835,70301,71777,72966,74553,75995,75809,77126,78024,78241,78410,79033,79698,81030,81309,81576,81896,81624,81995,83035,82829,83485,83919,83728,83788,84550,84565,85345,85705,86198,86747,87017,87389,87149,87144,87403,87762,88157,88500,88484,88756,89066,89354,89303,89514,89412,89644,89802,89838,90010,90038,90577,90593,91069,91154,90923,91366,91340,91588,91992,92147,92090,92237,92479,92663,92594,92981,92991,93156,93564,93522,93582
66,29112,29983,30233,30993,32412,32032,32372,34605,34872,32684,33813,34747,35006,34336,33376,34881,37649,35295,35195,36988,39942,40734,40538,41482,37819,40480,42364,41348,40825,40607,42941,43058,44543,43555,46469,44846,48385,47846,49206,50439,51142,49386,36612,47793,47870,53835,53398,56863,55195,56314,57704,56398,58029,57234,60036,59328,59364,61583,62434,61099,63865,64452,64511,64858,64745,67184,68636,69040,67486,67872,68434,69952,71229,72756,74295,74087,75497,76399,76528,76760,77425,78187,79494,79933,80117,80508,80109,80548,81696,81361,82099,82614,82428,82376,83320,83391,84237,84500,85122,85621,85968,86434,86060,86218,86354,86847,87229,87581,87621,87774,88225,88397,88440,88702,88624,88828,88997,89001,89197,89290,89887,89857,90382,90462,90233,90690,90685,90896,91322,91482,91488,91645,91860,92020,92003,92355,92412,92575,92986,92902,92996
67,27252,28227,28370,29087,30591,30297,30315,32660,33153,30979,31844,32603,33038,32461,31286,32987,35596,33190,33183,34935,37933,38648,38565,39478,35626,38389,40293,39167,38852,38656,40770,40856,42334,41357,44345,42640,46131,45710,46995,48170,48964,47213,34838,45526,45603,51782,51045,54639,52890,54100,55485,54103,55723,55011,57829,57161,57170,59415,60291,58814,61693,62423,62345,62859,62582,65208,66684,67054,65554,65883,66452,67981,69379,70746,72396,72263,73769,74565,74734,74976,75693,76359,77911,78393,78516,79044,78530,78926,80106,79864,80602,81216,81016,80829,81949,82096,82936,83190,83936,84390,84725,85374,84955,85133,85266,85848,86234,86557,86645,86777,87244,87423,87532,87820,87726,87963,88150,88122,88327,88493,89099,89059,89654,89700,89439,89932,89967,90142,90625,90811,90850,90990,91207,91326,91345,91698,91776,91949,92328,92250,92338
68,25308,26450,26548,27088,28569,28354,28298,30524,31153,29307,30141,30538,30837,30520,29190,30960,33539,31130,31153,32760,35813,36556,36349,37260,33302,36331,38160,36878,36757,36572,38742,38517,39961,39175,42091,40377,43845,43320,44595,45801,46681,44852,32913,43151,43340,49508,48587,52408,50497,51726,53254,51654,53325,52705,55542,54730,54806,57043,57960,56484,59334,60116,59959,60602,60392,63111,64527,64886,63409,63673,64285,65856,67266,68536,70367,70204,71812,72555,72866,73035,73743,74380,76099,76622,76712,77371,76826,77169,78315,78244,78839,79614,79450,79254,80408,80626,81482,81860,82593,83117,83407,84118,83780,83923,84102,84727,85185,85429,85545,85747,86181,86363,86506,86835,86720,86963,87181,87216,87425,87588,88217,88181,88845,88857,88591,89104,89200,89379,89896,90120,90114,90265,90488,90609,90657,90987,91038,91223,91641,91576,91670
69,23381,24625,24712,25050,26532,26319,26381,28444,29088,27322,28401,28667,28560,28450,27184,28826,31369,29122,29028,30571,33676,34424,34057,34988,30955,34121,36012,34649,34606,34305,36692,36254,37602,36787,39558,38060,41429,40766,42068,43333,44268,42415,30948,40658,40910,47120,46060,50064,48133,49347,50885,49182,50847,50227,53105,52102,52223,54638,55386,54034,56808,57607,57468,58216,58211,60846,62329,62621,61070,61347,61926,63521,64872,66268,68149,67967,69654,70340,70773,70932,71621,72297,74059,74675,74732,75452,74835,75318,76426,76344,76915,77802,77738,77453,78726,78982,79891,80348,81065,81659,81976,82715,82422,82599,82840,83454,84002,84261,84382,84582,85064,85264,85328,85726,85654,85880,86134,86233,86355,86581,87254,87179,87957,87912,87713,88253,88383,88562,89049,89335,89286,89443,89695,89834,89948,90198,90242,90469,90916,90822,90954
70,21505,22815,22777,22885,24516,24303,24584,26383,27015,25265,26346,26837,26712,26288,24995,26582,29120,27041,26749,28393,31528,32252,31763,32765,28670,31861,33725,32437,32445,31987,34478,34023,35281,34290,36949,35638,38916,38262,39587,40766,41645,39908,29068,38016,38306,44569,43498,47599,45483,46929,48217,46687,48286,47558,50439,49382,49570,52111,52668,51408,54218,55057,54852,55676,55651,58523,60014,60278,58612,58986,59427,60958,62264,63850,65810,65629,67344,67982,68425,68701,69287,69993,71928,72578,72596,73404,72708,73224,74472,74282,74915,75825,75803,75440,76815,77160,78132,78609,79476,80057,80393,81183,80908,81171,81416,82104,82678,82909,83177,83329,83845,84064,84014,84553,84455,84714,84996,85157,85183,85479,86155,86097,86986,86880,86782,87347,87410,87605,88095,88424,88382,88570,88844,89012,89144,89363,89396,89656,90126,90017,90166
71,19605,20850,20817,20759,22412,22286,22617,24213,24921,23225,24178,24724,24905,24327,22781,24266,26843,24863,24578,26181,29305,30037,29419,30454,26373,29467,31389,30185,30279,29662,32082,31585,32782,31868,34481,33047,36427,35633,36971,37997,38951,37148,27131,35376,35549,41644,40619,45033,42704,44320,45630,44132,45712,44727,47638,46430,46819,49394,49853,48618,51541,52313,52038,52963,52621,55949,57397,57730,55938,56385,56812,58123,59531,61230,63278,63110,64796,65600,65902,66310,66822,67535,69619,70339,70369,71178,70392,70945,72247,72105,72720,73664,73595,73289,74706,75190,76165,76745,77720,78337,78760,79466,79313,79565,79791,80616,81198,81305,81847,82000,82457,82682,82613,83318,83114,83421,83719,83956,83992,84279,84952,84936,85897,85801,85732,86332,86289,86546,87068,87434,87426,87648,87920,88088,88222,88477,88525,88739,89236,89146,89296
72,17729,18870,18908,18763,20415,20311,20578,22030,22818,21217,21982,22603,22729,22570,20939,21916,24481,22548,22444,23918,27054,27645,27184,28059,24108,27113,29119,27883,28144,27330,29578,29057,30187,29480,32057,30495,33811,32942,34190,35122,36218,34333,24994,32731,32896,38688,37518,42141,39879,41570,42973,41358,42995,41807,44829,43447,43772,46561,46996,45727,48648,49477,49102,50134,49641,53081,54572,54990,52995,53570,54031,55116,56641,58388,60534,60337,62123,62944,63349,63676,64146,64823,67087,67896,67849,68811,67927,68444,69723,69784,70389,71377,71274,70873,72426,72949,74064,74578,75710,76472,76852,77640,77519,77742,78015,78917,79538,79668,80297,80450,80904,81208,81173,81929,81609,81978,82335,82583,82689,82912,83684,83677,84676,84650,84515,85167,85143,85371,85926,86393,86398,86613,86898,87021,87226,87536,87548,87775,88241,88190,88288
73,15867,16939,17029,16829,18614,18340,18542,19950,20682,19180,19868,20556,20543,20599,19139,19986,22159,20205,20212,21692,24707,25229,24981,25652,21793,24915,26827,25513,25915,24971,27218,26640,27627,27003,29554,27975,31191,30253,31488,32344,33375,31669,22866,30011,30401,35927,34506,39139,36765,38621,40105,38415,40193,38907,42048,40568,40707,43431,44150,42762,45609,46543,46083,47023,46552,49959,51629,51999,49904,50584,51096,51955,53607,55418,57723,57236,59240,59918,60623,60731,61224,62008,64363,65210,65050,66283,65372,65572,67120,67114,67900,68867,68714,68363,69960,70493,71780,72163,73490,74448,74697,75716,75493,75794,76002,77022,77720,77821,78553,78744,79198,79536,79576,80332,79970,80414,80812,81002,81307,81411,82230,82260,83327,83300,83191,83894,83915,84070,84698,85246,85231,85407,85766,85872,86121,86461,86421,86707,87165,87159,87222
74,14073,14991,15176,15006,16716,16448,16509,17821,18578,17174,17764,18471,18465,18495,16989,18306,20186,18019,17884,19512,22360,22903,22788,23306,19412,22587,24524,23136,23655,22526,24916,24359,25105,24374,26995,25362,28664,27622,28671,29676,30493,28905,20867,27314,27820,33206,31711,36284,33675,35497,37124,35473,37244,36206,39208,37517,37830,40217,41174,39681,42461,43417,42959,43817,43254,46641,48574,48803,46696,47469,47979,48726,50504,52312,54779,53971,56147,56760,57615,57585,58101,59030,61443,62364,62140,63429,62481,62579,64366,64194,65118,66234,65907,65707,67391,67849,69203,69661,71073,72091,72429,73535,73244,73652,73867,74918,75650,75721,76611,76891,77348,77753,77835,78583,78197,78757,79137,79289,79780,79783,80578,80655,81798,81825,81736,82532,82516,82676,83379,83958,83929,84073,84495,84582,84893,85256,85239,85514,86007,85964,86106
75,12386,13226,13345,13236,14762,14660,14632,15715,16481,15175,15737,16341,16470,16455,14815,16248,18317,16129,15691,17245,20144,20635,20579,20974,17126,20317,22186,20795,21418,20098,22449,22027,22636,21865,24356,22847,26143,25086,25921,26888,27676,26095,18830,24664,25241,30393,28866,33460,30715,32278,34047,32315,34088,33304,36428,34437,34753,37163,38192,36520,39173,40280,39620,40593,39874,43334,45367,45604,43333,44325,44753,45389,47351,48872,51592,50725,52932,53395,54361,54409,54795,55756,58342,59281,59060,60382,59361,59431,61385,61112,62123,63320,62923,62701,64602,64985,66340,66925,68540,69458,69947,71042,70779,71268,71640,72578,73357,73495,74448,74758,75321,75846,75978,76681,76160,76939,77292,77553,78013,77980,78842,78843,80091,80165,80129,80964,80969,81101,81912,82537,82540,82677,83056,83152,83574,83912,83971,84264,84784,84586,84870
76,10812,11709,11619,11466,12971,12935,12834,13850,14446,13195,13826,14162,14440,14611,12893,14157,16127,14273,13915,15113,17879,18465,18334,18694,14910,18095,19843,18367,19171,17877,19924,19592,20282,19564,21800,20450,23534,22544,23366,24183,24973,23404,16813,22050,22733,27543,25822,30573,27767,29111,30980,28985,30843,30144,33511,31469,31499,34009,35219,33365,35817,37025,36233,37172,36483,40063,42030,42383,39941,40968,41519,41891,44072,45254,48207,47286,49577,49901,50843,51007,51284,52277,55056,55914,55635,57155,56087,55953,58161,57781,58855,60159,59735,59449,61590,61924,63235,63893,65716,66726,67170,68351,68218,68618,69028,69993,70940,71017,72136,72427,73016,73615,73898,74642,73920,74874,75291,75630,76056,75900,76913,76899,78189,78280,78392,79226,79295,79370,80274,80928,80978,81113,81534,81585,82098,82429,82589,82882,83414,83068,83482
77,9372,10375,10095,9965,11279,11330,11061,12145,12699,11436,11998,12125,12553,12834,11185,12286,13904,12217,12253,13437,15634,16312,16101,16466,12882,15908,17591,16066,16875,15749,17579,17200,17909,17386,19541,18068,20951,19990,20827,21671,22337,20715,14903,19464,20185,24767,22789,27579,24939,26249,27977,25825,27592,27062,30379,28391,28444,30784,32018,30234,32512,33623,32943,33711,33083,36788,38727,39124,36403,37532,38151,38397,40629,41675,44707,43626,46001,46196,47181,47266,47565,48572,51491,52374,51868,53574,52541,52305,54611,54248,55279,56779,56457,56013,58251,58652,59925,60634,62605,63667,64173,65496,65444,65764,66097,67097,68250,68313,69675,69841,70546,71150,71526,72404,71530,72569,73069,73476,73898,73715,74765,74838,76011,76222,76406,77332,77426,77447,78448,79158,79109,79419,79857,79846,80488,80869,81000,81256,81804,81409,81931
78,8061,9053,8755,8653,9687,9756,9440,10482,11050,9775,10280,10326,10860,11052,9587,10496,11919,10264,10482,11866,13806,14208,13897,14288,11066,13878,15407,13969,14689,13672,15511,14962,15593,15288,17430,15865,18423,17539,18318,19219,19738,18212,13015,16904,17672,21977,19816,24652,22060,23526,25107,22970,24569,24010,27324,25307,25368,27738,28843,27032,29269,30337,29608,30241,29557,33397,35402,35765,32885,33974,34612,34946,37034,38072,41135,39899,42316,42311,43609,43368,43713,44801,47745,48662,48034,49918,48681,48552,50947,50576,51503,53158,52950,52461,54567,55107,56497,57188,59218,60213,60950,62341,62420,62743,62963,63963,65266,65421,66880,67011,67907,68543,68903,69909,68992,70058,70604,71116,71529,71487,72425,72547,73575,73868,74200,75161,75367,75333,76404,77244,77080,77566,78020,77993,78698,79135,79192,79428,80041,79616,80235
79,6895,7779,7501,7381,8290,8254,7913,8914,9344,8155,8674,8718,9221,9399,8144,8839,10116,8619,8822,10101,12181,12479,11851,12242,9329,11935,13326,11975,12745,11643,13431,12975,13548,13148,15315,13893,16106,15237,15966,16875,17079,15998,11264,14481,15202,19094,17098,21855,19192,20692,22328,20285,21803,20924,24241,22312,22209,24833,25960,23907,26168,27130,26331,26769,26090,29978,31856,32387,29453,30371,30979,31500,33315,34397,37478,36179,38809,38409,39893,39509,39654,41091,43829,44926,44173,46286,44693,44585,47278,46682,47502,49514,49063,48691,50662,51308,52824,53417,55582,56635,57444,58879,59130,59466,59643,60599,61984,62249,63761,64066,64966,65685,66068,67150,66199,67313,68045,68468,68957,68996,69833,69992,70924,71347,71785,72777,73012,72964,74089,75046,74926,75441,75972,75949,76617,77091,77207,77445,78113,77689,78347
80,5812,6597,6239,6213,7006,6887,6528,7453,7837,6751,7225,7291,7705,7868,6815,7339,8424,7210,7339,8435,10396,10826,10093,10369,7742,10111,11361,10204,10960,9767,11433,11094,11614,11159,13213,11975,14014,13055,13786,14574,14583,13788,9724,12374,12883,16371,14635,19073,16551,17849,19528,17648,19231,18029,21266,19332,19277,22032,23089,20933,23350,24064,23119,23518,22847,26786,28445,28989,26016,26986,27564,27951,29631,30696,33646,32558,35168,34343,36020,35754,35583,37366,39826,41045,40143,42498,40666,40493,43432,42837,43369,45601,44916,44835,46601,47449,48830,49499,51764,52945,53805,55281,55524,56058,56206,56983,58443,58754,60460,60844,61689,62484,62984,64038,62996,64341,65192,65629,66120,66108,66925,67144,68052,68496,68907,70193,70279,70260,71519,72536,72547,73110,73655,73599,74258,74801,74949,75252,75952,75468,76107
81,4774,5515,5028,5170,5797,5646,5323,6101,6583,5602,5981,6036,6349,6480,5550,6021,6955,5942,6035,7010,8687,9068,8521,8788,6404,8525,9435,8621,9294,8114,9708,9315,9786,9364,11234,10050,11964,11050,11749,12486,12371,11682,8274,10558,10831,13932,12346,16592,14115,15283,16845,15131,16658,15497,18573,16595,16582,19138,20156,17983,20639,21111,20081,20433,19895,23632,25215,25631,22695,23690,24388,24474,26243,26980,29911,28931,31424,30514,32296,31944,31625,33742,35840,36892,36073,38677,36575,36374,39406,38946,39157,41338,40830,41006,42420,43526,44856,45588,47716,49103,49933,51514,51617,52430,52608,53142,54683,54985,56901,57291,58162,58979,59639,60545,59506,61072,61970,62426,63037,62856,63717,64111,64956,65339,65710,67210,67293,67341,68779,69624,69952,70441,71054,71013,71558,72304,72384,72763,73454,72955,73676
