"Age","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
55,38467,39432,40560,41583,42339,42067,43100,46373,46279,44229,45550,46526,46935,46478,45208,46110,49052,47379,47308,48355,50760,51624,50529,51027,49678,51296,53892,53407,52271,52550,54444,54888,55701,55413,57312,55825,58691,58897,60511,61867,62816,61709,40673,61372,60159,64954,67140,67722,67478,68109,68688,68367,68504,67508,68987,69491,69574,70888,71795,71007,72312,73029,74174,74091,73658,75457,76510,76561,75693,76384,77837,77545,79130,80264,81396,81218,82274,82213,82921,83181,83190,83543,83981,84411,84588,84655,84486,84389,85102,86155,85853,86067,86349,86139,86226,86489,86785,87457,87674,87751,87974,88070,88107,88588,88678,88819,88924,89084,89616,89922,89931,89941,89976,89922,89919,89636,90002,90456,90333,90751,91478,91685,91976,92439,92357,92542,92925,93171,93261,93536,93986,94148,94332,94178,94798,94803,95030,95033,95337,95282,95733
56,37155,38295,39426,40465,41172,40910,41845,45138,45163,43019,44347,45207,45776,45315,43824,44885,47757,46193,46093,47048,49366,50313,49229,49680,48255,49951,52640,52050,50967,51119,53091,53448,54230,53984,55979,54509,57348,57472,59101,60431,61451,60295,39621,60057,58776,63555,65723,66359,66142,66801,67471,67016,67146,66065,67539,68096,68265,69635,70442,69674,70995,71789,72928,72742,72405,74159,75293,75469,74503,75182,76701,76402,77950,79128,80288,80117,81133,81109,81828,82119,82119,82431,82966,83313,83580,83597,83449,83300,84071,85134,84829,85142,85309,85144,85296,85603,85831,86568,86778,86843,87106,87179,87220,87712,87772,87965,88045,88280,88815,89081,89193,89174,89245,89195,89212,88940,89318,89817,89754,90124,90871,91054,91361,91895,91806,92019,92422,92634,92762,93044,93487,93661,93904,93705,94327,94393,94582,94606,94934,94866,95363
57,35760,37160,38187,39260,39920,39728,40541,43899,43964,41736,43088,43843,44545,44056,42514,43543,46431,44894,44836,45758,47962,49027,47865,48320,46806,48591,51231,50615,49680,49760,51530,51972,52596,52460,54539,53103,56000,56108,57548,59055,59887,58743,38506,58615,57254,62082,64215,64845,64578,65426,66172,65650,65827,64572,66096,66636,66759,68180,68970,68281,69524,70515,71469,71384,71105,72893,74032,74262,73263,73976,75497,75155,76765,77888,79042,78893,79967,79955,80675,80958,81057,81254,81844,82167,82506,82466,82209,82113,82970,84008,83706,84060,84166,83990,84333,84594,84827,85590,85863,85854,86175,86215,86240,86804,86774,87036,87117,87370,87958,88236,88367,88329,88475,88402,88482,88163,88512,89151,89139,89419,90179,90404,90705,91291,91165,91457,91847,92054,92218,92517,92933,93140,93414,93236,93844,93939,94134,94132,94483,94453,94935
58,34558,35948,36829,37923,38661,38478,39198,42597,42594,40464,41767,42549,43227,42796,41144,42262,45056,43506,43442,44402,46543,47706,46455,46972,45311,47161,49647,49128,48275,48351,49949,50486,50995,50801,53055,51536,54525,54733,55912,57622,58310,57113,37347,57076,55760,60502,62648,63238,62917,63940,64684,64222,64311,63013,64677,65084,65061,66581,67486,66923,67975,69144,69967,69900,69635,71591,72689,72965,71877,72692,74183,73826,75429,76578,77733,77593,78761,78735,79402,79709,79891,79971,80582,80922,81294,81213,80862,80798,81742,82817,82509,82872,82994,82836,83202,83475,83782,84505,84868,84797,85152,85224,85198,85814,85748,86029,86100,86370,86970,87320,87477,87459,87589,87559,87665,87304,87693,88442,88449,88678,89490,89721,90000,90630,90481,90836,91207,91430,91612,91920,92338,92560,92873,92718,93337,93438,93658,93610,93976,93997,94499
59,33392,34839,35521,36493,37350,37111,37821,41223,41136,39153,40351,41241,41788,41548,39641,41000,43677,42065,41878,43019,45110,46356,44984,45516,43786,45632,48092,47512,46765,46778,48469,48898,49446,49078,51381,49861,52874,53149,54346,56003,56613,55434,36185,55453,54278,58882,60949,61563,61261,62283,63083,62703,62673,61455,63199,63385,63303,64920,65929,65441,66446,67696,68504,68311,68091,70047,71214,71584,70328,71278,72813,72426,73916,75132,76316,76189,77478,77336,78000,78388,78545,78572,79199,79595,79958,79838,79476,79413,80429,81496,81205,81588,81679,81600,81874,82272,82660,83405,83688,83626,84029,84135,84107,84662,84674,84938,84967,85287,85884,86252,86470,86493,86629,86651,86801,86441,86863,87679,87661,87868,88752,88975,89240,89919,89730,90169,90526,90724,90954,91258,91711,91943,92243,92119,92744,92906,93105,93050,93416,93478,94028
60,32067,33750,34363,34977,35936,35691,36350,39678,39697,37752,38826,39746,40276,40179,38084,39593,42216,40622,40343,41565,43694,44841,43513,43934,42231,43920,46420,45769,45154,45120,46823,47221,47808,47416,49571,48080,51185,51372,52722,54369,54840,53741,34977,53755,52599,57229,59215,59867,59465,60547,61470,61035,61065,59855,61611,61671,61616,63191,64193,63776,64818,66179,66926,66643,66472,68314,69609,70056,68642,69716,71335,70956,72326,73594,74778,74756,75999,75871,76460,76894,77081,77062,77686,78160,78514,78309,78020,77929,78993,80040,79808,80153,80206,80214,80491,80973,81370,82128,82463,82391,82818,82964,82909,83455,83477,83717,83834,84087,84725,85131,85365,85399,85636,85644,85797,85538,85886,86859,86787,86992,87945,88165,88443,89119,88896,89450,89753,89964,90228,90577,91045,91299,91580,91499,92078,92312,92485,92442,92835,92899,93499
61,30655,32467,33201,33637,34519,34243,34823,38072,38261,36281,37328,38245,38770,38650,36570,38041,40566,39109,38859,39992,42167,43202,42035,42413,40679,42163,44594,44007,43600,43371,45041,45519,46104,45821,47672,46253,49455,49542,51071,52690,53151,52020,33690,52005,50823,55403,57472,58162,57504,58641,59772,59178,59303,58076,59826,60010,59969,61464,62393,61987,62992,64514,65284,64981,64743,66510,67896,68348,66946,67954,69748,69399,70755,72042,73186,73207,74413,74246,74879,75220,75549,75466,76114,76601,76920,76700,76431,76384,77358,78509,78302,78628,78680,78689,79074,79510,79905,80683,81194,81070,81530,81718,81627,82199,82115,82383,82661,82807,83495,83912,84199,84262,84503,84566,84664,84459,84827,85874,85851,86038,87042,87276,87519,88248,88025,88619,88869,89126,89457,89819,90303,90570,90921,90815,91384,91670,91827,91757,92210,92253,92922
62,29164,31135,31838,32403,33304,32786,33248,36489,36773,34754,35838,36809,37199,37139,35067,36522,38857,37457,37306,38393,40438,41565,40476,40826,39098,40548,42893,42209,42001,41583,43311,43749,44306,44152,45776,44384,47644,47661,49366,50831,51371,50215,32336,50121,48986,53535,55528,56352,55511,56627,57801,57245,57390,56104,57992,58215,58218,59788,60689,60145,61065,62697,63561,63251,62997,64660,66132,66550,65208,66167,68108,67722,69187,70326,71502,71429,72888,72521,73241,73498,73840,73756,74490,74948,75196,75005,74646,74662,75630,76870,76721,77009,77077,77032,77507,77890,78327,79119,79739,79598,80105,80365,80212,80811,80646,80993,81328,81454,82167,82594,82962,83023,83260,83412,83392,83326,83736,84752,84826,84998,86059,86330,86470,87280,87113,87685,87959,88239,88647,88971,89476,89712,90126,90098,90629,90958,91101,91053,91546,91515,92249
63,27732,29715,30332,30888,32069,31477,31598,34841,35233,33303,34277,35218,35655,35604,33410,35027,37154,35759,35702,36752,38701,39830,38816,39170,37431,38973,41214,40366,40186,39795,41489,41833,42440,42319,43926,42582,45722,45790,47362,48813,49502,48264,31032,48295,47084,51667,53385,54402,53458,54670,55714,55258,55492,54061,56091,56233,56335,57985,58959,58281,59159,60748,61609,61193,61170,62749,64273,64749,63266,64377,66341,65863,67466,68490,69669,69565,71255,70690,71471,71761,72020,71875,72808,73184,73379,73134,72774,72770,73848,75031,75016,75274,75425,75287,75769,76165,76667,77429,78064,78055,78452,78869,78665,79296,79105,79469,79808,79951,80701,81230,81607,81660,81953,82170,82021,82116,82527,83563,83702,83832,84986,85293,85360,86151,86109,86711,86999,87316,87762,88062,88630,88779,89224,89295,89800,90176,90251,90326,90795,90725,91527
64,26245,28266,28780,29246,30582,30173,30168,33178,33525,31760,32668,33531,34040,34010,31765,33512,35439,34041,34098,35015,36988,38016,37018,37536,35691,37306,39476,38501,38349,37818,39541,39903,40522,40376,41921,40770,43858,43854,45244,46710,47558,46117,29741,46455,45085,49648,51289,52409,51221,52636,53742,53098,53544,51989,54024,54062,54274,56042,57018,56350,57232,58751,59444,59016,59157,60808,62390,62841,61168,62455,64396,63921,65555,66644,67699,67660,69451,68687,69622,69919,70118,69967,71026,71325,71372,71170,70860,70785,71966,73099,73065,73405,73563,73362,73920,74246,74937,75621,76280,76452,76645,77203,77043,77627,77513,77775,78218,78287,79138,79682,80055,80229,80419,80768,80681,80742,81190,82232,82519,82541,83812,84108,84121,84925,85004,85670,85974,86321,86788,87105,87735,87813,88282,88359,88938,89316,89335,89464,89965,89857,90715
65,24724,26861,27201,27630,28960,28618,28823,31638,31686,30073,30948,31833,32350,32282,30225,31865,33701,32282,32414,33198,35217,36150,35226,35807,33856,35592,37608,36609,36509,35799,37633,38012,38511,38451,39844,38789,42073,41933,43175,44599,45535,43958,28262,44371,43065,47630,49132,50366,48938,50307,51739,50862,51391,49728,51884,51721,51997,53948,54947,54153,55241,56769,57215,56808,57013,58768,60405,60839,59015,60414,62379,61908,63467,64703,65672,65650,67455,66578,67571,67905,68075,68039,69108,69342,69241,69177,68774,68607,69945,70996,70922,71409,71505,71273,71916,72207,73028,73686,74467,74648,74758,75325,75267,75853,75745,75932,76511,76512,77533,77930,78374,78635,78779,79193,79237,79286,79713,80771,81181,81184,82513,82768,82826,83690,83817,84501,84888,85242,85703,86045,86739,86785,87272,87376,87997,88336,88369,88511,89036,88951,89777
66,23249,25395,25665,26045,27275,26982,27221,30108,30140,28356,29063,30118,30618,30530,28500,30120,31898,30478,30581,31380,33372,34203,33390,33998,31973,33801,35642,34680,34645,33869,35645,35999,36505,36485,37741,36716,40066,39994,41106,42474,43301,41649,26737,42161,41110,45635,46816,48133,46659,47916,49554,48657,49081,47325,49555,49346,49656,51675,52777,51745,53122,54715,55020,54501,54675,56485,58223,58819,56873,58208,60268,59752,61123,62588,63559,63427,65228,64315,65278,65722,65942,65911,66981,67339,67053,67014,66559,66271,67743,68679,68661,69170,69311,69083,69811,70059,70966,71653,72437,72584,72775,73240,73317,73979,73774,74023,74644,74607,75832,76050,76579,76896,77121,77504,77574,77675,78113,79172,79680,79675,81040,81374,81520,82393,82535,83160,83694,84027,84505,84895,85645,85654,86162,86363,86948,87316,87358,87512,88005,88019,88798
67,21760,23895,24164,24465,25658,25418,25464,28362,28656,26836,27128,28299,28806,28769,26641,28365,30070,28660,28626,29598,31419,32242,31452,32216,30179,31880,33687,32661,32753,31970,33529,33855,34463,34355,35555,34635,37800,37823,39019,40337,40858,39099,25256,39883,39055,43490,44501,45926,44335,45625,47145,46355,46670,44914,47140,46972,47264,49321,50378,49292,50812,52480,52734,52267,52266,54141,55917,56649,54618,55873,58029,57477,58733,60335,61274,61039,62902,61950,62902,63410,63685,63525,64668,65110,64707,64698,64253,63910,65407,66285,66277,66709,66935,66762,67573,67766,68726,69478,70112,70332,70650,71063,71258,71924,71768,72019,72668,72556,73857,74096,74565,75008,75267,75696,75720,75875,76378,77415,78047,78058,79496,79882,80077,80975,81122,81745,82415,82669,83197,83719,84466,84461,84999,85282,85810,86244,86279,86493,86907,86950,87759
68,20250,22317,22644,22809,24006,23870,23709,26484,26879,25358,25535,26450,26858,26928,24881,26531,28254,26872,26692,27796,29487,30385,29543,30403,28376,29978,31668,30639,30768,30026,31461,31686,32335,32095,33310,32528,35506,35514,36799,38163,38605,36603,23667,37534,36888,41165,42147,43824,42007,43318,44815,43921,44196,42462,44688,44536,44754,46941,47828,46734,48466,50102,50323,50017,49964,51762,53583,54219,52110,53462,55587,55016,56243,57898,58862,58555,60492,59569,60407,61014,61248,60951,62292,62682,62295,62400,61798,61410,62949,63734,63814,64169,64459,64238,65119,65372,66356,67134,67637,67986,68394,68819,69015,69722,69615,69873,70655,70488,71749,72033,72390,72915,73280,73801,73718,73946,74563,75557,76239,76359,77862,78178,78499,79453,79538,80229,81026,81241,81859,82442,83216,83192,83701,84026,84537,85031,85131,85388,85738,85766,86660
69,18752,20719,21059,21107,22256,22314,22101,24636,24986,23647,24038,24853,24856,25028,23106,24735,26388,25059,24829,25947,27556,28529,27637,28500,26442,28162,29631,28543,28737,28001,29472,29519,30246,29835,31022,30437,33250,33192,34404,35806,36340,34258,21974,35151,34572,38705,39573,41524,39683,40944,42488,41455,41717,39910,42219,42035,42208,44513,45326,44061,46014,47573,47746,47508,47481,49438,51201,51688,49467,50856,52959,52432,53490,55210,56421,55954,58035,57114,57840,58423,58623,58246,59809,60213,59797,60020,59223,58774,60370,61044,61289,61554,61858,61549,62519,62810,63861,64656,65185,65539,65980,66438,66607,67384,67336,67650,68520,68350,69570,69770,70132,70733,71128,71775,71603,71909,72590,73540,74305,74413,76015,76332,76790,77766,77791,78581,79487,79721,80432,80967,81877,81810,82311,82692,83162,83741,83881,84135,84487,84506,85529
70,17216,19135,19343,19347,20487,20666,20401,22852,23073,21783,22332,23262,23191,23120,21178,22913,24534,23163,22931,24129,25598,26462,25762,26578,24538,26221,27660,26528,26672,25903,27423,27398,28237,27670,28766,28231,30886,30776,31954,33318,33803,31907,20355,32672,32078,36150,36919,39002,37301,38485,39987,38783,39204,37328,39764,39441,39649,41957,42693,41379,43345,44875,44970,44815,44730,47028,48665,49127,46683,48148,50241,49807,50624,52354,53812,53213,55492,54393,55209,55647,55900,55391,57266,57634,57146,57513,56544,56051,57718,58277,58584,58747,59072,58843,59847,60136,61286,62082,62593,62990,63360,63875,64132,64912,64880,65257,66136,66023,67297,67450,67831,68565,68898,69643,69407,69761,70360,71392,72236,72226,74008,74422,74933,75874,75921,76821,77682,78129,78808,79394,80366,80317,80940,81275,81751,82340,82469,82772,83158,83152,84315
71,15676,17487,17704,17574,18811,18892,18607,21059,21288,19928,20601,21298,21607,21519,19227,21034,22622,21293,21017,22202,23692,24299,23862,24685,22599,24161,25650,24575,24604,23686,25293,25328,26158,25583,26610,25859,28577,28269,29530,30904,31277,29354,18734,30206,29601,33525,34197,36309,34848,35944,37478,36016,36558,34799,37221,36786,36952,39349,39958,38724,40655,42161,42198,42052,41860,44374,46044,46529,43858,45486,47352,47036,47701,49446,50989,50309,52731,51573,52426,52934,53073,52572,54653,54904,54429,54779,53778,53193,54968,55365,55719,55801,56240,56020,57038,57405,58565,59330,59693,60415,60583,61264,61563,62370,62252,62591,63623,63558,64930,65138,65468,66196,66662,67449,67024,67425,68080,69214,70094,69966,71824,72462,72929,73775,73915,74892,75700,76434,77116,77709,78735,78692,79461,79761,80198,80851,80999,81340,81725,81689,82949
72,14099,15918,16170,15975,17182,17128,16922,19302,19463,18247,18826,19251,19764,19933,17483,19131,20523,19482,19093,20187,21747,22393,21864,22694,20658,22141,23579,22449,22547,21585,23153,23313,23919,23514,24456,23548,26222,25857,27205,28570,28839,26745,17044,27803,27297,30902,31327,33459,32244,33390,34984,33450,33896,32199,34636,34331,34269,36717,37406,35941,37926,39378,39389,39088,38950,41592,43280,43752,41088,42634,44411,44120,44816,46448,48114,47248,49788,48721,49569,50136,50108,49764,51789,51979,51582,51775,50880,50296,52113,52403,52755,52936,53379,52899,54035,54477,55589,56480,56758,57696,57769,58603,58773,59718,59510,59833,60929,60903,62375,62691,62994,63653,64225,65059,64490,64958,65702,66858,67756,67646,69512,70385,70714,71555,71832,72798,73635,74527,75329,75854,76999,76953,77818,78162,78580,79324,79491,79782,80194,80114,81431
73,12490,14406,14598,14353,15536,15416,15209,17541,17574,16488,17008,17356,17791,18034,15850,17427,18441,17528,17250,18286,19848,20469,19952,20666,18744,20130,21631,20384,20593,19686,21099,21308,21754,21438,22305,21457,23900,23578,24748,26169,26484,24258,15357,25329,25164,28412,28587,30644,29419,30732,32520,30870,31330,29536,32030,31742,31612,34013,34847,33203,35098,36439,36542,35923,36042,38711,40335,40823,38120,39639,41523,41107,41926,43362,45128,44121,46663,45769,46708,47159,47081,46775,48779,49036,48628,48755,47741,47370,49233,49452,49642,49930,50379,49657,50923,51424,52495,53566,53784,54732,54936,55809,55757,56849,56631,57042,58007,57984,59643,60032,60355,61049,61549,62430,61956,62454,63133,64233,65218,65235,67109,67958,68360,69235,69634,70623,71433,72332,73311,73904,75098,75028,75997,76343,76872,77634,77799,78045,78567,78387,79824
74,10942,12835,12921,12615,13913,13742,13536,15642,15816,14747,15131,15487,15930,16083,14033,15817,16757,15532,15368,16415,17912,18380,18121,18690,16806,18126,19648,18424,18642,17745,19112,19274,19708,19304,20209,19407,21755,21319,22249,23620,24020,21783,13713,22848,22873,25920,26017,27938,26525,27862,29919,28135,28777,26935,29472,28909,28925,31261,32110,30428,32281,33436,33667,32830,33037,35618,37384,37854,35077,36616,38510,38118,38917,40227,41997,41025,43488,42695,43714,44171,43943,43656,45739,45970,45560,45697,44518,44241,46174,46325,46442,46739,47241,46452,47735,48336,49410,50417,50729,51607,51883,52826,52654,53790,53592,54062,55040,55014,56712,57071,57494,58246,58769,59579,59264,59743,60376,61515,62613,62671,64419,65241,65769,66735,67277,68280,69118,69950,71031,71776,73017,72990,74015,74312,74987,75735,75968,76164,76812,76528,78114
75,9518,11323,11257,10988,12298,12134,12034,13771,14073,13118,13279,13643,14136,14063,12179,13988,15233,13939,13509,14522,15970,16358,16225,16810,14971,16232,17622,16496,16736,15810,17034,17331,17708,17126,18063,17275,19536,19118,19920,21136,21437,19323,12200,20503,20491,23341,23473,25416,23836,25046,27100,25329,26200,24276,26969,26175,26207,28545,29280,27538,29448,30516,30426,29881,29956,32499,34269,34763,32155,33552,35317,35132,35800,37061,38771,37802,40291,39494,40502,41122,40657,40474,42646,42826,42383,42619,41308,40905,43078,43040,43226,43586,43890,43280,44580,45200,46275,47141,47610,48443,48652,49686,49569,50686,50492,50973,52062,51968,53652,53958,54453,55342,55858,56660,56321,56871,57517,58726,59715,59966,61633,62427,62926,64028,64700,65708,66727,67442,68673,69427,70672,70847,71891,72158,72959,73614,74025,74181,74944,74538,76236
76,8284,9982,9802,9489,10746,10660,10526,12073,12311,11441,11555,11916,12319,12130,10533,12127,13497,12465,11985,12635,14046,14439,14364,14977,13148,14456,15657,14615,14893,13983,15030,15419,15786,15206,15990,15246,17360,16992,17667,18908,18952,16969,10747,18249,18309,20790,20883,23083,21534,22358,24395,22483,23492,21630,24408,23568,23570,25876,26507,24786,26602,27582,27115,26957,26946,29583,30949,31649,29090,30571,32127,32085,32702,33829,35604,34491,37049,36254,37247,37798,37237,37191,39470,39681,39165,39559,38070,37397,40138,39609,40080,40398,40411,40134,41326,41976,43016,43888,44323,45246,45316,46423,46363,47458,47409,47797,49022,48722,50563,50782,51296,52322,52709,53608,53318,53873,54635,55728,56695,57088,58789,59530,60036,61110,61898,62997,64136,64755,66186,66968,68143,68497,69593,69823,70634,71333,71818,72079,72834,72405,74152
77,7149,8769,8600,8131,9352,9325,9069,10475,10680,9820,9908,10319,10616,10451,9063,10366,11621,10744,10534,11094,12146,12584,12502,13131,11432,12730,13776,12799,13040,12200,13216,13461,13828,13396,14070,13389,15162,14844,15572,16725,16624,14751,9389,15959,16146,18462,18307,20564,19152,19934,21766,19838,20686,19042,21851,20930,21111,23147,23777,22052,23828,24714,24121,24024,23969,26602,27854,28548,25810,27584,29008,28938,29684,30509,32548,31201,33909,33077,33964,34235,33800,33820,36218,36432,35747,36436,34762,33919,37111,36082,36949,37163,36942,36830,38029,38664,39757,40580,41048,41992,41987,43181,42986,44163,44199,44456,45856,45488,47348,47561,48135,49140,49430,50347,50121,50733,51564,52544,53669,53962,55702,56598,56899,58141,58934,60125,61253,61959,63488,64258,65520,66011,67024,67192,68045,68882,69394,69730,70507,70062,71963
78,6113,7603,7451,6876,8076,7944,7808,8963,9166,8442,8419,8795,9037,8916,7700,8884,9924,8993,8901,9777,10624,10809,10570,11386,9890,11017,12060,11059,11344,10388,11431,11603,11955,11544,12187,11644,13064,12793,13530,14573,14553,12719,8110,13766,14113,16314,15826,17926,16513,17625,19034,17369,17992,16579,19317,18262,18647,20541,21225,19307,21116,21996,21347,21139,20993,23626,24926,25537,22726,24611,25930,25729,26701,27260,29418,28044,30693,29878,30753,30727,30445,30537,32946,33113,32235,33210,31436,30578,33848,32755,33587,33946,33578,33427,34835,35215,36528,37129,37825,38628,38610,39934,39651,40856,40891,41057,42546,42189,44056,44322,44932,45829,46154,47087,46669,47604,48292,49169,50528,50687,52509,53496,53608,55028,55794,57099,58210,58977,60673,61353,62624,63272,64295,64443,65272,66217,66725,67186,68123,67475,69687
79,5159,6443,6295,5758,6855,6651,6629,7523,7770,7154,7071,7367,7599,7575,6483,7537,8505,7433,7339,8296,9209,9408,8928,9647,8392,9342,10355,9381,9788,8640,9772,9875,10283,9820,10434,9985,11307,10887,11582,12537,12556,10885,6886,11663,12164,14143,13509,15640,14119,15214,16500,15060,15577,14238,16840,15716,16105,18145,18811,16730,18423,19275,18769,18427,18115,20830,21880,22588,19949,21607,22846,22649,23731,24123,26313,24994,27420,26635,27539,27331,27031,27326,29685,29811,28916,29892,28281,27242,30424,29535,30206,30811,30200,30133,31641,31750,33266,33610,34435,35181,35194,36526,36168,37442,37465,37660,39039,38812,40714,40911,41570,42372,42815,43745,43220,44352,45023,45732,47324,47342,49162,50163,50310,51672,52480,53920,55015,55772,57711,58257,59453,60209,61462,61619,62335,63340,63851,64505,65586,64706,67179
80,4249,5426,5228,4755,5641,5538,5497,6241,6539,5950,5836,6093,6279,6408,5391,6242,7161,6097,6004,6852,7808,8125,7638,8063,6983,7823,8726,7842,8309,7122,8264,8287,8702,8237,8805,8439,9755,9146,9868,10622,10599,9114,5817,9703,10308,12112,11388,13580,12044,12953,14200,12961,13447,12012,14602,13405,13655,15879,16322,14336,15918,16688,16173,15787,15384,18230,18941,19739,17209,18672,19866,19800,20812,21176,23284,21975,24264,23413,24393,24011,23583,24209,26576,26651,25707,26713,25232,24063,27117,26224,27130,27753,26800,26962,28402,28388,29899,30293,31041,31759,31821,33096,32606,33993,33996,34165,35407,35420,37177,37424,38075,38954,39346,40255,39796,40899,41595,42266,43861,44010,45623,46659,46825,48185,48931,50541,51611,52342,54438,54964,56174,56957,58378,58521,59209,60282,60849,61519,62659,61747,64336
81,3469,4569,4214,3871,4536,4524,4505,5160,5411,4926,4775,4940,5133,5282,4366,5166,5987,4859,4856,5606,6482,6747,6300,6822,5779,6496,7295,6523,6969,5815,6829,6835,7265,6822,7272,6960,8251,7597,8330,8910,8834,7465,4870,8016,8657,10222,9479,11614,10038,10920,11996,10929,11495,10151,12473,11330,11419,13670,13944,12014,13685,14267,13710,13301,12916,15648,16139,17034,14494,16016,17136,17098,18070,18423,20291,19048,21193,20293,21408,20858,20470,21179,23507,23442,22538,23773,22178,21035,24023,22915,24132,24594,23628,23847,25217,25097,26615,27062,27807,28370,28413,29722,29200,30524,30613,30685,31836,31905,33669,33908,34546,35488,35820,36691,36275,37174,38015,38777,40200,40581,42025,42958,43235,44610,45176,47003,48102,48683,50846,51416,52623,53494,54956,55020,55817,56949,57577,58143,59389,58518,61166
82,2810,3773,3368,3105,3618,3711,3647,4222,4427,4003,3852,3921,4197,4227,3477,4197,4984,3871,3877,4515,5291,5527,5043,5658,4744,5342,6004,5336,5756,4632,5560,5578,6024,5555,5912,5603,6817,6293,6829,7331,7321,6072,3993,6561,7082,8453,7733,9841,8304,9103,9971,9051,9602,8461,10544,9371,9494,11438,11820,9951,11541,12109,11620,11075,10750,13183,13483,14438,12063,13495,14597,14415,15473,15692,17511,16258,18257,17294,18381,17927,17591,18276,20483,20307,19537,20787,19172,18104,20954,19802,21064,21533,20597,20827,22086,21945,23428,23801,24586,25092,25113,26433,25755,27126,27131,27192,28433,28352,30318,30492,31021,32045,32286,33059,32701,33449,34459,35260,36558,36936,38341,39265,39525,40838,41423,43264,44412,44991,47131,47494,48844,49854,51247,51257,52167,53298,54084,54616,55901,54982,57782
83,2222,3067,2670,2466,2891,3028,2896,3402,3622,3201,3096,3069,3395,3362,2722,3291,4033,3075,3047,3559,4314,4495,4049,4554,3780,4426,4848,4308,4679,3590,4434,4497,4920,4389,4744,4462,5554,5199,5425,5912,6019,4835,3216,5302,5622,7058,6137,8106,6814,7418,8259,7418,7865,6862,8812,7654,7856,9343,9827,8164,9543,10083,9653,9116,8790,11040,11199,12000,9915,11180,12278,11962,13066,13133,14943,13740,15534,14539,15529,15232,14851,15476,17725,17502,16736,17930,16347,15361,18047,17016,18012,18617,17618,17965,19137,18974,20362,20736,21382,22046,21944,23267,22509,23933,23619,23788,25221,24851,26934,27155,27591,28661,28721,29443,29177,29869,30874,31669,32883,33231,34600,35623,35640,36941,37728,39309,40469,41102,43326,43506,44990,45985,47303,47450,48274,49555,50412,50873,52195,51319,54201
84,1740,2433,2083,1923,2321,2414,2276,2695,2884,2490,2449,2378,2675,2648,2070,2499,3214,2354,2360,2728,3423,3657,3251,3698,2951,3626,3902,3401,3780,2772,3460,3514,3918,3461,3739,3510,4434,4201,4314,4760,4835,3761,2587,4182,4378,5863,4863,6525,5403,5877,6729,5929,6346,5408,7183,6176,6375,7531,8009,6477,7757,8206,7777,7351,7073,9173,9129,9776,7951,9171,10132,9767,10889,10869,12550,11421,12990,12037,12975,12771,12451,12943,15121,14937,14092,15329,13722,12861,15451,14427,15221,15893,14875,15203,16385,16126,17482,17795,18300,19094,18948,20211,19567,20809,20482,20721,22085,21578,23594,23785,24360,25268,25276,26024,25616,26322,27321,28155,29248,29552,30892,31887,31793,33057,33901,35459,36563,36882,39436,39478,41037,41953,43277,43489,44287,45675,46501,46713,48362,47449,50285
85,1343,1872,1602,1428,1781,1880,1761,2089,2213,1920,1897,1846,2052,2028,1530,1862,2536,1780,1787,2053,2697,2847,2558,2948,2285,2862,3083,2635,2983,2127,2685,2716,3027,2724,2921,2675,3518,3313,3399,3779,3838,2895,2030,3250,3402,4666,3787,5229,4248,4627,5376,4630,4989,4182,5759,4850,5021,6038,6374,5056,6140,6642,5998,5761,5644,7541,7293,7891,6209,7290,8203,7782,8907,8831,10428,9218,10665,9766,10660,10494,10284,10665,12550,12472,11710,12877,11306,10545,12973,12001,12752,13452,12445,12646,13767,13492,14765,15111,15549,16217,16126,17308,16783,17682,17548,17828,19037,18551,20505,20444,21242,21995,21997,22678,22065,22913,24038,24723,25799,25931,27266,28204,28001,29320,30029,31689,32704,32728,35462,35395,37012,37897,39080,39350,40227,41452,42305,42467,44339,43344,46093
